fips,population,county,state,old_rate,rate
01001,54571,Autauga County,Alabama,7.758699676,0.077586997
01003,182265,Baldwin County,Alabama,27.15935588,0.271593559
01005,27457,Barbour County,Alabama,-8.13635867,-0.081363587
01007,22915,Bibb County,Alabama,-2.714379228,-0.027143792
01009,57322,Blount County,Alabama,3.161089983,0.0316109
01011,10914,Bullock County,Alabama,-5.103536742,-0.051035367
01013,20947,Butler County,Alabama,-9.051415477,-0.090514155
01015,118572,Calhoun County,Alabama,-1.797220254,-0.017972203
01017,34215,Chambers County,Alabama,1.627940962,0.01627941
01019,25989,Cherokee County,Alabama,-3.917041825,-0.039170418
01021,43643,Chilton County,Alabama,3.141397246,0.031413972
01023,13859,Choctaw County,Alabama,-8.615340212,-0.086153402
01025,25833,Clarke County,Alabama,-10.62981458,-0.106298146
01027,13932,Clay County,Alabama,2.182026988,0.02182027
01029,14972,Cleburne County,Alabama,0.561047288,0.005610473
01031,49948,Coffee County,Alabama,7.041322976,0.07041323
01033,54428,Colbert County,Alabama,5.142573675,0.051425737
01035,13228,Conecuh County,Alabama,-12.32990626,-0.123299063
01037,11539,Coosa County,Alabama,-9.983534102,-0.099835341
01039,37765,Covington County,Alabama,-0.516351119,-0.005163511
01041,13906,Crenshaw County,Alabama,-5.120092047,-0.05120092
01043,80406,Cullman County,Alabama,9.277914583,0.092779146
01045,50251,Dale County,Alabama,-1.840759388,-0.018407594
01047,43820,Dallas County,Alabama,-12.22729347,-0.122272935
01049,71109,DeKalb County,Alabama,0.701739583,0.007017396
01051,79303,Elmore County,Alabama,10.93779554,0.109377955
01053,38319,Escambia County,Alabama,-4.076306793,-0.040763068
01055,104430,Etowah County,Alabama,-0.951833764,-0.009518338
01057,17241,Fayette County,Alabama,-5.336117395,-0.053361174
01059,31704,Franklin County,Alabama,1.290058037,0.01290058
01061,26790,Geneva County,Alabama,-0.488988429,-0.004889884
01063,9045,Greene County,Alabama,-14.53841902,-0.14538419
01065,15760,Hale County,Alabama,-6.186548223,-0.061865482
01067,17302,Henry County,Alabama,-0.901629869,-0.009016299
01069,101547,Houston County,Alabama,5.568849892,0.055688499
01071,53227,Jackson County,Alabama,-1.217427246,-0.012174272
01073,658466,Jefferson County,Alabama,2.468616451,0.024686165
01075,14564,Lamar County,Alabama,-4.064817358,-0.040648174
01077,92709,Lauderdale County,Alabama,0.922240559,0.009222406
01079,34339,Lawrence County,Alabama,-3.686770145,-0.036867701
01081,140247,Lee County,Alabama,24.23866464,0.242386646
01083,82782,Limestone County,Alabama,25.11173927,0.251117393
01085,11299,Lowndes County,Alabama,-8.744136649,-0.087441366
01087,21452,Macon County,Alabama,-8.950214432,-0.089502144
01089,334811,Madison County,Alabama,15.93197356,0.159319736
01091,21027,Marengo County,Alabama,-8.103866457,-0.081038665
01093,30776,Marion County,Alabama,-4.662724201,-0.046627242
01095,93019,Marshall County,Alabama,4.9377009,0.049377009
01097,412992,Mobile County,Alabama,0.439960096,0.004399601
01099,23068,Monroe County,Alabama,-14.28819143,-0.142881914
01101,229363,Montgomery County,Alabama,-0.178319956,-0.0017832
01103,119490,Morgan County,Alabama,3.289815047,0.03289815
01105,10591,Perry County,Alabama,-19.6393164,-0.196393164
01107,19746,Pickens County,Alabama,-3.155069381,-0.031550694
01109,32899,Pike County,Alabama,0.334356667,0.003343567
01111,22913,Randolph County,Alabama,-4.128660586,-0.041286606
01113,52947,Russell County,Alabama,11.77781555,0.117778156
01115,83593,St. Clair County,Alabama,8.984005838,0.089840058
01117,195085,Shelby County,Alabama,14.32144962,0.143214496
01119,13763,Sumter County,Alabama,-10.30298627,-0.103029863
01121,82291,Talladega County,Alabama,-0.17255836,-0.001725584
01123,41616,Tallapoosa County,Alabama,-0.732891196,-0.007328912
01125,194656,Tuscaloosa County,Alabama,16.63447312,0.166344731
01127,67023,Walker County,Alabama,-2.508094236,-0.025080942
01129,17581,Washington County,Alabama,-12.47369319,-0.124736932
01131,11670,Wilcox County,Alabama,-9.168808912,-0.091688089
01133,24484,Winston County,Alabama,-3.855579154,-0.038555792
02013,3141,Aleutians East Borough,Alaska,8.88252149,0.088825215
02016,5561,Aleutians West Census Area,Alaska,-5.916202122,-0.059162021
02020,291826,Anchorage Municipality,Alaska,-0.198405899,-0.001984059
02050,17013,Bethel Census Area,Alaska,9.716099453,0.097160995
02060,997,Bristol Bay Borough,Alaska,-15.34603811,-0.153460381
02068,1826,Denali Borough,Alaska,-11.33625411,-0.113362541
02070,4847,Dillingham Census Area,Alaska,0.206313183,0.002063132
02090,97581,Fairbanks North Star Borough,Alaska,-1.973744889,-0.019737449
02100,2508,Haines Borough,Alaska,-17.06539075,-0.170653908
02110,31275,Juneau City and Borough,Alaska,3.133493205,0.031334932
02122,55400,Kenai Peninsula Borough,Alaska,6.135379061,0.061353791
02130,13477,Ketchikan Gateway Borough,Alaska,3.494843066,0.034948431
02150,13592,Kodiak Island Borough,Alaska,-3.61241907,-0.036124191
02164,1631,Lake and Peninsula Borough,Alaska,-9.503372164,-0.095033722
02170,88995,Matanuska-Susitna Borough,Alaska,20.32249003,0.2032249
02180,9492,Nome Census Area,Alaska,5.83649389,0.058364939
02185,9430,North Slope Borough,Alaska,16.97773065,0.169777307
02188,7523,Northwest Arctic Borough,Alaska,3.588993752,0.035889938
02220,8881,Sitka City and Borough,Alaska,-4.762977142,-0.047629771
02240,7029,Southeast Fairbanks Census Area,Alaska,-3.144117229,-0.031441172
02261,9636,Valdez-Cordova Census Area,Alaska,39.03880326,0.390388033
02270,7459,Wade Hampton Census Area,Alaska,35.23490299,0.35234903
02282,662,Yakutat City and Borough,Alaska,0,0
02290,5588,Yukon-Koyukuk Census Area,Alaska,-4.384395132,-0.043843951
04001,71518,Apache County,Arizona,-7.686176907,-0.076861769
04003,131346,Cochise County,Arizona,-4.491191205,-0.044911912
04005,134421,Coconino County,Arizona,7.945187136,0.079451871
04007,53597,Gila County,Arizona,-0.606377223,-0.006063772
04009,37220,Graham County,Arizona,3.527673294,0.035276733
04011,8437,Greenlee County,Arizona,13.34597606,0.133459761
04012,20489,La Paz County,Arizona,-19.1907853,-0.191907853
04013,3817117,Maricopa County,Arizona,15.8090779,0.158090779
04015,200186,Mohave County,Arizona,6.534422987,0.06534423
04017,107449,Navajo County,Arizona,-0.681253432,-0.006812534
04019,980263,Pima County,Arizona,6.444188957,0.06444189
04021,375770,Pinal County,Arizona,13.17135482,0.131713548
04023,47420,Santa Cruz County,Arizona,0.525094897,0.005250949
04025,211033,Yavapai County,Arizona,11.92988774,0.119298877
04027,195751,Yuma County,Arizona,4.153235488,0.041532355
05001,19019,Arkansas County,Arkansas,-9.83227299,-0.09832273
05003,21853,Ashley County,Arkansas,-12.77170183,-0.127717018
05005,41513,Baxter County,Arkansas,0.274612772,0.002746128
