fips,population,county,state,old_rate,rate,typology
01001,54571,Autauga County,Alabama,7.758699676,0.077586997,Working Class Country
01003,182265,Baldwin County,Alabama,27.15935588,0.271593559,Rural Middle America
01005,27457,Barbour County,Alabama,-8.13635867,-0.081363587,African American South
01007,22915,Bibb County,Alabama,-2.714379228,-0.027143792,Evangelical Hubs
01009,57322,Blount County,Alabama,3.161089983,0.0316109,Evangelical Hubs
01011,10914,Bullock County,Alabama,-5.103536742,-0.051035367,African American South
01013,20947,Butler County,Alabama,-9.051415477,-0.090514155,African American South
01015,118572,Calhoun County,Alabama,-1.797220254,-0.017972203,Working Class Country
01017,34215,Chambers County,Alabama,1.627940962,0.01627941,African American South
01019,25989,Cherokee County,Alabama,-3.917041825,-0.039170418,Evangelical Hubs
01021,43643,Chilton County,Alabama,3.141397246,0.031413972,Evangelical Hubs
01023,13859,Choctaw County,Alabama,-8.615340212,-0.086153402,African American South
01025,25833,Clarke County,Alabama,-10.62981458,-0.106298146,African American South
01027,13932,Clay County,Alabama,2.182026988,0.02182027,Evangelical Hubs
01029,14972,Cleburne County,Alabama,0.561047288,0.005610473,Evangelical Hubs
01031,49948,Coffee County,Alabama,7.041322976,0.07041323,Military Posts
01033,54428,Colbert County,Alabama,5.142573675,0.051425737,Working Class Country
01035,13228,Conecuh County,Alabama,-12.32990626,-0.123299063,African American South
01037,11539,Coosa County,Alabama,-9.983534102,-0.099835341,Evangelical Hubs
01039,37765,Covington County,Alabama,-0.516351119,-0.005163511,Evangelical Hubs
01041,13906,Crenshaw County,Alabama,-5.120092047,-0.05120092,Evangelical Hubs
01043,80406,Cullman County,Alabama,9.277914583,0.092779146,Evangelical Hubs
01045,50251,Dale County,Alabama,-1.840759388,-0.018407594,Military Posts
01047,43820,Dallas County,Alabama,-12.22729347,-0.122272935,African American South
01049,71109,DeKalb County,Alabama,0.701739583,0.007017396,Evangelical Hubs
01051,79303,Elmore County,Alabama,10.93779554,0.109377955,Evangelical Hubs
01053,38319,Escambia County,Alabama,-4.076306793,-0.040763068,African American South
01055,104430,Etowah County,Alabama,-0.951833764,-0.009518338,Evangelical Hubs
01057,17241,Fayette County,Alabama,-5.336117395,-0.053361174,Evangelical Hubs
01059,31704,Franklin County,Alabama,1.290058037,0.01290058,Evangelical Hubs
01061,26790,Geneva County,Alabama,-0.488988429,-0.004889884,Evangelical Hubs
01063,9045,Greene County,Alabama,-14.53841902,-0.14538419,African American South
01065,15760,Hale County,Alabama,-6.186548223,-0.061865482,African American South
01067,17302,Henry County,Alabama,-0.901629869,-0.009016299,Working Class Country
01069,101547,Houston County,Alabama,5.568849892,0.055688499,Working Class Country
01071,53227,Jackson County,Alabama,-1.217427246,-0.012174272,Evangelical Hubs
01073,658466,Jefferson County,Alabama,2.468616451,0.024686165,African American South
01075,14564,Lamar County,Alabama,-4.064817358,-0.040648174,Evangelical Hubs
01077,92709,Lauderdale County,Alabama,0.922240559,0.009222406,Working Class Country
01079,34339,Lawrence County,Alabama,-3.686770145,-0.036867701,Evangelical Hubs
01081,140247,Lee County,Alabama,24.23866464,0.242386646,College Towns
01083,82782,Limestone County,Alabama,25.11173927,0.251117393,Evangelical Hubs
01085,11299,Lowndes County,Alabama,-8.744136649,-0.087441366,African American South
01087,21452,Macon County,Alabama,-8.950214432,-0.089502144,African American South
01089,334811,Madison County,Alabama,15.93197356,0.159319736,College Towns
01091,21027,Marengo County,Alabama,-8.103866457,-0.081038665,African American South
01093,30776,Marion County,Alabama,-4.662724201,-0.046627242,Evangelical Hubs
01095,93019,Marshall County,Alabama,4.9377009,0.049377009,Evangelical Hubs
01097,412992,Mobile County,Alabama,0.439960096,0.004399601,African American South
01099,23068,Monroe County,Alabama,-14.28819143,-0.142881914,African American South
01101,229363,Montgomery County,Alabama,-0.178319956,-0.0017832,African American South
01103,119490,Morgan County,Alabama,3.289815047,0.03289815,Working Class Country
01105,10591,Perry County,Alabama,-19.6393164,-0.196393164,African American South
01107,19746,Pickens County,Alabama,-3.155069381,-0.031550694,African American South
01109,32899,Pike County,Alabama,0.334356667,0.003343567,African American South
01111,22913,Randolph County,Alabama,-4.128660586,-0.041286606,Evangelical Hubs
01113,52947,Russell County,Alabama,11.77781555,0.117778156,African American South
01115,83593,St. Clair County,Alabama,8.984005838,0.089840058,Evangelical Hubs
01117,195085,Shelby County,Alabama,14.32144962,0.143214496,Exurbs
01119,13763,Sumter County,Alabama,-10.30298627,-0.103029863,African American South
01121,82291,Talladega County,Alabama,-0.17255836,-0.001725584,African American South
01123,41616,Tallapoosa County,Alabama,-0.732891196,-0.007328912,Working Class Country
01125,194656,Tuscaloosa County,Alabama,16.63447312,0.166344731,College Towns
01127,67023,Walker County,Alabama,-2.508094236,-0.025080942,Evangelical Hubs
01129,17581,Washington County,Alabama,-12.47369319,-0.124736932,Evangelical Hubs
01131,11670,Wilcox County,Alabama,-9.168808912,-0.091688089,African American South
01133,24484,Winston County,Alabama,-3.855579154,-0.038555792,Evangelical Hubs
02013,3141,Aleutians East Borough,Alaska,8.88252149,0.088825215,Native American Lands
02016,5561,Aleutians West Census Area,Alaska,-5.916202122,-0.059162021,Native American Lands
02020,291826,Anchorage Municipality,Alaska,-0.198405899,-0.001984059,Military Posts
02050,17013,Bethel Census Area,Alaska,9.716099453,0.097160995,Native American Lands
02060,997,Bristol Bay Borough,Alaska,-15.34603811,-0.153460381,Military Posts
02068,1826,Denali Borough,Alaska,-11.33625411,-0.113362541,Military Posts
02070,4847,Dillingham Census Area,Alaska,0.206313183,0.002063132,Native American Lands
02090,97581,Fairbanks North Star Borough,Alaska,-1.973744889,-0.019737449,Military Posts
02100,2508,Haines Borough,Alaska,-17.06539075,-0.170653908,Graying America
02110,31275,Juneau City and Borough,Alaska,3.133493205,0.031334932,Military Posts
02122,55400,Kenai Peninsula Borough,Alaska,6.135379061,0.061353791,Graying America
02130,13477,Ketchikan Gateway Borough,Alaska,3.494843066,0.034948431,Exurbs
02150,13592,Kodiak Island Borough,Alaska,-3.61241907,-0.036124191,Military Posts
02164,1631,Lake and Peninsula Borough,Alaska,-9.503372164,-0.095033722,Native American Lands
02170,88995,Matanuska-Susitna Borough,Alaska,20.32249003,0.2032249,Exurbs
02180,9492,Nome Census Area,Alaska,5.83649389,0.058364939,Native American Lands
02185,9430,North Slope Borough,Alaska,16.97773065,0.169777307,Native American Lands
02188,7523,Northwest Arctic Borough,Alaska,3.588993752,0.035889938,Native American Lands
02220,8881,Sitka City and Borough,Alaska,-4.762977142,-0.047629771,Military Posts
02240,7029,Southeast Fairbanks Census Area,Alaska,-3.144117229,-0.031441172,Military Posts
02261,9636,Valdez-Cordova Census Area,Alaska,39.03880326,0.390388033,Native American Lands
02270,7459,Wade Hampton Census Area,Alaska,35.23490299,0.35234903,Military Posts
02282,662,Yakutat City and Borough,Alaska,0,0,Military Posts
02290,5588,Yukon-Koyukuk Census Area,Alaska,-4.384395132,-0.043843951,Native American Lands
04001,71518,Apache County,Arizona,-7.686176907,-0.076861769,Native American Lands
04003,131346,Cochise County,Arizona,-4.491191205,-0.044911912,Military Posts
04005,134421,Coconino County,Arizona,7.945187136,0.079451871,College Towns
04007,53597,Gila County,Arizona,-0.606377223,-0.006063772,Graying America
04009,37220,Graham County,Arizona,3.527673294,0.035276733,Native American Lands
04011,8437,Greenlee County,Arizona,13.34597606,0.133459761,Hispanic Centers
04012,20489,La Paz County,Arizona,-19.1907853,-0.191907853,Graying America
04013,3817117,Maricopa County,Arizona,15.8090779,0.158090779,Big Cities
04015,200186,Mohave County,Arizona,6.534422987,0.06534423,Graying America
04017,107449,Navajo County,Arizona,-0.681253432,-0.006812534,Native American Lands
04019,980263,Pima County,Arizona,6.444188957,0.06444189,Big Cities
04021,375770,Pinal County,Arizona,13.17135482,0.131713548,Exurbs
04023,47420,Santa Cruz County,Arizona,0.525094897,0.005250949,Hispanic Centers
04025,211033,Yavapai County,Arizona,11.92988774,0.119298877,Graying America
04027,195751,Yuma County,Arizona,4.153235488,0.041532355,Hispanic Centers
05001,19019,Arkansas County,Arkansas,-9.83227299,-0.09832273,Working Class Country
05003,21853,Ashley County,Arkansas,-12.77170183,-0.127717018,Evangelical Hubs
05005,41513,Baxter County,Arkansas,0.274612772,0.002746128,Graying America
05007,221339,Benton County,Arkansas,28.46041592,0.284604159,Urban Burbs
05009,36903,Boone County,Arkansas,1.273609192,0.012736092,Evangelical Hubs
05011,11508,Bradley County,Arkansas,-8.368091762,-0.083680918,African American South
05013,5368,Calhoun County,Arkansas,-11.71758569,-0.117175857,Evangelical Hubs
05015,27446,Carroll County,Arkansas,2.965823799,0.029658238,Rural Middle America
05017,11800,Chicot County,Arkansas,-13.49152542,-0.134915254,African American South
05019,22995,Clark County,Arkansas,-6.73624701,-0.06736247,College Towns
05021,16083,Clay County,Arkansas,-9.519368277,-0.095193683,Evangelical Hubs
05023,25970,Cleburne County,Arkansas,-4.847901425,-0.048479014,Evangelical Hubs
05025,8689,Cleveland County,Arkansas,-13.10852802,-0.13108528,Evangelical Hubs
05027,24552,Columbia County,Arkansas,-7.13180189,-0.071318019,African American South
05029,21273,Conway County,Arkansas,-2.623043294,-0.026230433,Working Class Country
05031,96443,Craighead County,Arkansas,15.33340937,0.153334094,College Towns
05033,61948,Crawford County,Arkansas,-2.929876671,-0.029298767,Evangelical Hubs
05035,50902,Crittenden County,Arkansas,-5.380928058,-0.053809281,African American South
05037,17870,Cross County,Arkansas,-5.803021824,-0.058030218,Evangelical Hubs
05039,8116,Dallas County,Arkansas,-20.13307048,-0.201330705,African American South
05041,13008,Desha County,Arkansas,-12.4000615,-0.124000615,African American South
05043,18509,Drew County,Arkansas,-6.261818575,-0.062618186,Working Class Country
05045,113237,Faulkner County,Arkansas,9.061525826,0.090615258,College Towns
05047,18125,Franklin County,Arkansas,-5.671724138,-0.056717241,Evangelical Hubs
05049,12245,Fulton County,Arkansas,-1.388321764,-0.013883218,Evangelical Hubs
05051,96024,Garland County,Arkansas,4.328084646,0.043280846,Working Class Country
05053,17853,Grant County,Arkansas,0.588136448,0.005881364,Evangelical Hubs
05055,42090,Greene County,Arkansas,8.662390116,0.086623901,Evangelical Hubs
05057,22609,Hempstead County,Arkansas,-11.25215622,-0.112521562,African American South
05059,32923,Hot Spring County,Arkansas,0.355374662,0.003553747,Evangelical Hubs
05061,13789,Howard County,Arkansas,-7.281166147,-0.072811661,Evangelical Hubs
05063,36647,Independence County,Arkansas,3.522798592,0.035227986,Evangelical Hubs
05065,13696,Izard County,Arkansas,-0.868866822,-0.008688668,Evangelical Hubs
05067,17997,Jackson County,Arkansas,-6.901150192,-0.069011502,Evangelical Hubs
05069,77435,Jefferson County,Arkansas,-13.14005295,-0.13140053,African American South
05071,25540,Johnson County,Arkansas,0.818324197,0.008183242,Evangelical Hubs
05073,7645,Lafayette County,Arkansas,-17.48855461,-0.174885546,African American South
05075,17415,Lawrence County,Arkansas,-6.884869365,-0.068848694,Evangelical Hubs
05077,10424,Lee County,Arkansas,-17.49808135,-0.174980814,African American South
05079,14134,Lincoln County,Arkansas,-8.440639592,-0.084406396,Evangelical Hubs
05081,13171,Little River County,Arkansas,-8.693341432,-0.086933414,Working Class Country
05083,22353,Logan County,Arkansas,-5.466827719,-0.054668277,Evangelical Hubs
05085,68356,Lonoke County,Arkansas,8.278717304,0.082787173,Working Class Country
05087,15717,Madison County,Arkansas,5.115480053,0.051154801,Evangelical Hubs
05089,16653,Marion County,Arkansas,1.038851859,0.010388519,Evangelical Hubs
05091,43462,Miller County,Arkansas,-1.98334177,-0.019833418,Evangelical Hubs
05093,46480,Mississippi County,Arkansas,-12.46772806,-0.124677281,African American South
05095,8149,Monroe County,Arkansas,-16.56644987,-0.165664499,African American South
05097,9487,Montgomery County,Arkansas,-10.57236218,-0.105723622,Evangelical Hubs
05099,8997,Nevada County,Arkansas,-7.635878626,-0.076358786,African American South
05101,8330,Newton County,Arkansas,-13.26530612,-0.132653061,Evangelical Hubs
05103,26120,Ouachita County,Arkansas,-13.2848392,-0.132848392,African American South
05105,10445,Perry County,Arkansas,-4.078506462,-0.040785065,Evangelical Hubs
05107,21757,Phillips County,Arkansas,-23.84979547,-0.238497955,African American South
05109,11291,Pike County,Arkansas,-9.919404836,-0.099194048,Evangelical Hubs
05111,24583,Poinsett County,Arkansas,-6.58178416,-0.065817842,Evangelical Hubs
05113,20662,Polk County,Arkansas,-6.974155454,-0.069741555,Evangelical Hubs
05115,61754,Pope County,Arkansas,2.634647148,0.026346471,Working Class Country
05117,8715,Prairie County,Arkansas,-4.968445209,-0.049684452,Evangelical Hubs
05119,382748,Pulaski County,Arkansas,4.278794403,0.042787944,African American South
05121,17969,Randolph County,Arkansas,3.350214258,0.033502143,Evangelical Hubs
05123,28258,St. Francis County,Arkansas,-18.28862623,-0.182886262,African American South
05125,107118,Saline County,Arkansas,15.21499655,0.152149966,Exurbs
05127,11233,Scott County,Arkansas,-12.43657082,-0.124365708,Evangelical Hubs
05129,8195,Searcy County,Arkansas,-4.478340451,-0.044783405,Evangelical Hubs
05131,125744,Sebastian County,Arkansas,1.634272808,0.016342728,Working Class Country
05133,17058,Sevier County,Arkansas,-7.146207058,-0.071462071,Hispanic Centers
05135,17264,Sharp County,Arkansas,0.040546803,0.000405468,Evangelical Hubs
05137,12394,Stone County,Arkansas,-0.282394707,-0.002823947,Evangelical Hubs
05139,41639,Union County,Arkansas,-6.208122193,-0.062081222,African American South
05141,17295,Van Buren County,Arkansas,-8.667244868,-0.086672449,Evangelical Hubs
05143,203065,Washington County,Arkansas,21.07994977,0.210799498,College Towns
05145,77076,White County,Arkansas,-0.329544865,-0.003295449,Working Class Country
05147,7260,Woodruff County,Arkansas,-13.65013774,-0.136501377,African American South
05149,22185,Yell County,Arkansas,-8.663511382,-0.086635114,Evangelical Hubs
06001,1510271,Alameda County,California,11.39411404,0.11394114,Big Cities
06003,1175,Alpine County,California,2.468085106,0.024680851,Graying America
06005,38091,Amador County,California,6.256070988,0.06256071,Graying America
06007,220000,Butte County,California,-3.803636364,-0.038036364,College Towns
06009,45578,Calaveras County,California,-0.627495722,-0.006274957,Graying America
06011,21419,Colusa County,California,1.960875858,0.019608759,Hispanic Centers
06013,1049025,Contra Costa County,California,11.14387169,0.111438717,Urban Burbs
06015,28610,Del Norte County,California,-3.030408948,-0.030304089,Graying America
06017,181058,El Dorado County,California,5.593235317,0.055932353,Exurbs
06019,930450,Fresno County,California,8.404965339,0.084049653,Hispanic Centers
06021,28122,Glenn County,California,2.82696821,0.028269682,Hispanic Centers
06023,134623,Humboldt County,California,1.366779822,0.013667798,College Towns
06025,174528,Imperial County,California,2.96456729,0.029645673,Hispanic Centers
06027,18546,Inyo County,California,2.534239189,0.025342392,Graying America
06029,839631,Kern County,California,8.289832081,0.082898321,Hispanic Centers
06031,152982,Kings County,California,-0.32422115,-0.003242212,Hispanic Centers
06033,64665,Lake County,California,5.409417768,0.054094178,Graying America
06035,34895,Lassen County,California,-6.204327268,-0.062043273,Graying America
06037,9818605,Los Angeles County,California,1.990140147,0.019901401,Big Cities
06039,150865,Madera County,California,3.572730587,0.035727306,Hispanic Centers
06041,252409,Marin County,California,3.926959815,0.039269598,Urban Burbs
06043,18251,Mariposa County,California,-6.136650047,-0.0613665,Graying America
06045,87841,Mendocino County,California,4.280461288,0.042804613,Graying America
06047,255793,Merced County,California,9.933422729,0.099334227,Hispanic Centers
06049,9686,Modoc County,California,-10.17964072,-0.101796407,Graying America
06051,14202,Mono County,California,-7.090550627,-0.070905506,Graying America
06053,415057,Monterey County,California,5.777037853,0.057770379,Hispanic Centers
06055,136484,Napa County,California,1.124673954,0.01124674,Exurbs
06057,98764,Nevada County,California,3.520513547,0.035205135,Graying America
06059,3010232,Orange County,California,5.871872998,0.05871873,Urban Burbs
06061,348432,Placer County,California,16.16011159,0.161601116,Exurbs
06063,20007,Plumas County,California,-1.084620383,-0.010846204,Graying America
06065,2189641,Riverside County,California,10.43751008,0.104375101,Hispanic Centers
06067,1418788,Sacramento County,California,11.71894603,0.11718946,Big Cities
06069,55269,San Benito County,California,16.17543288,0.161754329,Hispanic Centers
06071,2035210,San Bernardino County,California,7.195522821,0.071955228,Hispanic Centers
06073,3095313,San Diego County,California,6.568673346,0.065686733,Big Cities
06075,805235,San Francisco County,California,8.535396499,0.085353965,Big Cities
06077,685306,San Joaquin County,California,13.70584819,0.137058482,Hispanic Centers
06079,269637,San Luis Obispo County,California,4.742301687,0.047423017,Exurbs
06081,718451,San Mateo County,California,6.401410813,0.064014108,Urban Burbs
06083,423895,Santa Barbara County,California,5.740572547,0.057405725,Exurbs
06085,1781642,Santa Clara County,California,8.678342787,0.086783428,Big Cities
06087,262382,Santa Cruz County,California,3.231547896,0.032315479,Urban Burbs
06089,177223,Shasta County,California,2.782934495,0.027829345,Graying America
06091,3240,Sierra County,California,-0.12345679,-0.001234568,Graying America
06093,44900,Siskiyou County,California,-1.83518931,-0.018351893,Graying America
06095,413344,Solano County,California,9.71273322,0.097127332,Exurbs
06097,483878,Sonoma County,California,1.030218361,0.010302184,Urban Burbs
06099,514453,Stanislaus County,California,7.469098246,0.074690982,Hispanic Centers
06101,94737,Sutter County,California,5.167991387,0.051679914,Hispanic Centers
06103,63463,Tehama County,California,3.728156564,0.037281566,Graying America
06105,13786,Trinity County,California,16.87218918,0.168721892,Graying America
06107,442179,Tulare County,California,6.996714,0.06996714,Hispanic Centers
06109,55365,Tuolumne County,California,0.460579789,0.004605798,Graying America
06111,823318,Ventura County,California,2.492961407,0.024929614,Urban Burbs
06113,200849,Yolo County,California,7.744126184,0.077441262,College Towns
06115,72155,Yuba County,California,13.05522833,0.130552283,Hispanic Centers
08001,441603,Adams County,Colorado,17.65590361,0.176559036,Exurbs
08003,15445,Alamosa County,Colorado,6.027840725,0.060278407,Hispanic Centers
08005,572003,Arapahoe County,Colorado,14.52212663,0.145221266,Urban Burbs
08007,12084,Archuleta County,Colorado,10.55114201,0.10551142,Graying America
08009,3788,Baca County,Colorado,-7.444561774,-0.074445618,Aging Farmlands
08011,6499,Bent County,Colorado,-13.06354824,-0.130635482,Hispanic Centers
08013,294567,Boulder County,Colorado,12.28616919,0.122861692,College Towns
08014,55889,Broomfield County,Colorado,32.60570059,0.326057006,Urban Burbs
08015,17809,Chaffee County,Colorado,9.360435735,0.093604357,Graying America
08017,1836,Cheyenne County,Colorado,-4.793028322,-0.047930283,Aging Farmlands
08019,9088,Clear Creek County,Colorado,3.400088028,0.03400088,Graying America
08021,8256,Conejos County,Colorado,-9.629360465,-0.096293605,Hispanic Centers
08023,3524,Costilla County,Colorado,-0.709421112,-0.007094211,Hispanic Centers
08025,5823,Crowley County,Colorado,1.70015456,0.017001546,Graying America
08027,4255,Custer County,Colorado,10.55229142,0.105522914,Graying America
08029,30952,Delta County,Colorado,0.788317395,0.007883174,Graying America
08031,600158,Denver County,Colorado,19.22227147,0.192222715,Big Cities
08033,2064,Dolores County,Colorado,12.69379845,0.126937985,Graying America
08035,285465,Douglas County,Colorado,25.40171299,0.25401713,Exurbs
08037,52197,Eagle County,Colorado,6.770504052,0.067705041,Exurbs
08039,23086,Elbert County,Colorado,12.89092957,0.128909296,Exurbs
08041,622263,El Paso County,Colorado,17.37721831,0.173772183,Military Posts
08043,46824,Fremont County,Colorado,4.516914403,0.045169144,Graying America
08045,56389,Garfield County,Colorado,9.391902676,0.093919027,Exurbs
08047,5441,Gilpin County,Colorado,6.745083624,0.067450836,Graying America
08049,14843,Grand County,Colorado,5.888297514,0.058882975,Graying America
08051,15324,Gunnison County,Colorado,10.40198382,0.104019838,College Towns
08053,843,Hinsdale County,Colorado,-6.524317912,-0.065243179,Graying America
08055,6711,Huerfano County,Colorado,1.624199076,0.016241991,Graying America
08057,1394,Jackson County,Colorado,-1.076040172,-0.010760402,Graying America
08059,534543,Jefferson County,Colorado,9.048289848,0.090482898,Exurbs
08061,1398,Kiowa County,Colorado,3.433476395,0.034334764,Aging Farmlands
08063,8270,Kit Carson County,Colorado,-14.30471584,-0.143047158,Aging Farmlands
08065,7310,Lake County,Colorado,1.723666211,0.017236662,Graying America
08067,51334,La Plata County,Colorado,8.384306697,0.083843067,Exurbs
08069,299630,Larimer County,Colorado,19.83646497,0.19836465,Exurbs
08071,15507,Las Animas County,Colorado,-6.139162959,-0.06139163,Hispanic Centers
08073,5467,Lincoln County,Colorado,3.804646058,0.038046461,Graying America
08075,22709,Logan County,Colorado,-5.200581267,-0.052005813,Graying America
08077,146723,Mesa County,Colorado,6.120376492,0.061203765,College Towns
08079,712,Mineral County,Colorado,21.48876404,0.21488764,Graying America
08081,13795,Moffat County,Colorado,-3.646248641,-0.036462486,Graying America
08083,25535,Montezuma County,Colorado,1.229684746,0.012296847,Graying America
08085,41276,Montrose County,Colorado,3.399069677,0.033990697,Graying America
08087,28159,Morgan County,Colorado,3.380801875,0.033808019,Hispanic Centers
08089,18831,Otero County,Colorado,-0.748765334,-0.007487653,Hispanic Centers
08091,4436,Ouray County,Colorado,9.873760144,0.098737601,Graying America
08093,16206,Park County,Colorado,7.305936073,0.073059361,Graying America
08095,4442,Phillips County,Colorado,1.981089599,0.019810896,Aging Farmlands
08097,17148,Pitkin County,Colorado,1.22463261,0.012246326,Graying America
08099,12551,Prowers County,Colorado,-4.398055932,-0.043980559,Hispanic Centers
08101,159063,Pueblo County,Colorado,5.720374946,0.057203749,Hispanic Centers
08103,6666,Rio Blanco County,Colorado,-2.055205521,-0.020552055,Graying America
08105,11982,Rio Grande County,Colorado,-3.697212485,-0.036972125,Hispanic Centers
08107,23509,Routt County,Colorado,5.614870901,0.056148709,Graying America
08109,6108,Saguache County,Colorado,4.256712508,0.042567125,Hispanic Centers
08111,699,San Juan County,Colorado,0.858369099,0.008583691,Graying America
08113,7359,San Miguel County,Colorado,9.688816415,0.096888164,Graying America
08115,2379,Sedgwick County,Colorado,1.050861707,0.010508617,Graying America
08117,27994,Summit County,Colorado,10.93448596,0.10934486,Graying America
08119,23350,Teller County,Colorado,5.824411135,0.058244111,Graying America
08121,4814,Washington County,Colorado,0.062318238,0.000623182,Aging Farmlands
08123,252825,Weld County,Colorado,30.12202116,0.301220212,Exurbs
08125,10043,Yuma County,Colorado,-0.547645126,-0.005476451,Aging Farmlands
09001,916829,Fairfield County,Connecticut,4.42721598,0.04427216,Urban Burbs
09003,894014,Hartford County,Connecticut,0.613413213,0.006134132,Urban Burbs
09005,189927,Litchfield County,Connecticut,-2.496222233,-0.024962222,Graying America
09007,165676,Middlesex County,Connecticut,-0.863734035,-0.00863734,Exurbs
09009,862477,New Haven County,Connecticut,0.273398595,0.002733986,Urban Burbs
09011,274055,New London County,Connecticut,-2.006896426,-0.020068964,Military Posts
09013,152691,Tolland County,Connecticut,-1.901225351,-0.019012254,Exurbs
09015,118428,Windham County,Connecticut,-1.697233762,-0.016972338,Rural Middle America
10001,162310,Kent County,Delaware,12.0393075,0.120393075,Military Posts
10003,538479,New Castle County,Delaware,5.987234414,0.059872344,Urban Burbs
10005,197145,Sussex County,Delaware,20.40782165,0.204078217,Graying America
11001,601723,District of Columbia,District of Columbia,14.59508777,0.145950878,Big Cities
12001,247336,Alachua County,Florida,12.58692629,0.125869263,College Towns
12003,27115,Baker County,Florida,4.219066937,0.042190669,Evangelical Hubs
12005,168852,Bay County,Florida,3.76898112,0.037689811,Military Posts
12007,28520,Bradford County,Florida,-0.760869565,-0.007608696,Working Class Country
12009,543376,Brevard County,Florida,11.63761373,0.116376137,Graying America
12011,1748066,Broward County,Florida,11.23006797,0.11230068,Urban Burbs
12013,14625,Calhoun County,Florida,-6.68034188,-0.066803419,Graying America
12015,159978,Charlotte County,Florida,16.79543437,0.167954344,Graying America
12017,141236,Citrus County,Florida,8.926194455,0.089261945,Graying America
12019,190865,Clay County,Florida,14.34521782,0.143452178,Exurbs
12021,321520,Collier County,Florida,16.86737995,0.1686738,Graying America
12023,67531,Columbia County,Florida,3.208896655,0.032088967,Working Class Country
12027,34862,DeSoto County,Florida,-2.541449142,-0.025414491,Graying America
12029,16422,Dixie County,Florida,2.052125198,0.020521252,Graying America
12031,864263,Duval County,Florida,15.19259762,0.151925976,Big Cities
12033,297619,Escambia County,Florida,8.160097306,0.081600973,Military Posts
12035,95696,Flagler County,Florida,20.56721284,0.205672128,Graying America
12037,11549,Franklin County,Florida,7.810200017,0.078102,Graying America
12039,46389,Gadsden County,Florida,-5.525016707,-0.055250167,African American South
12041,16939,Gilchrist County,Florida,5.460771002,0.05460771,Working Class Country
12043,12884,Glades County,Florida,-5.883266066,-0.058832661,Graying America
12045,15863,Gulf County,Florida,-10.53394692,-0.105339469,Graying America
12047,14799,Hamilton County,Florida,-5.371984594,-0.053719846,African American South
12049,27731,Hardee County,Florida,-8.668998594,-0.086689986,Hispanic Centers
12051,39140,Hendry County,Florida,1.223811957,0.01223812,Hispanic Centers
12053,172778,Hernando County,Florida,12.58088414,0.125808841,Graying America
12055,98786,Highlands County,Florida,2.479096228,0.024790962,Graying America
12057,1229226,Hillsborough County,Florida,18.75456588,0.187545659,Urban Burbs
12059,19927,Holmes County,Florida,-1.375018819,-0.013750188,Evangelical Hubs
12061,138028,Indian River County,Florida,15.76491726,0.157649173,Graying America
12063,49746,Jackson County,Florida,-4.878784224,-0.048787842,African American South
12065,14761,Jefferson County,Florida,-1.7004268,-0.017004268,African American South
12067,8870,Lafayette County,Florida,-7.26042841,-0.072604284,Graying America
12069,297052,Lake County,Florida,29.25548389,0.292554839,Graying America
12071,618754,Lee County,Florida,22.96033642,0.229603364,Graying America
12073,275487,Leon County,Florida,6.065984965,0.06065985,College Towns
12075,40801,Levy County,Florida,5.181245558,0.051812456,Working Class Country
12077,8365,Liberty County,Florida,-4.674237896,-0.046742379,Graying America
12079,19224,Madison County,Florida,-6.533499792,-0.065334998,African American South
12081,322833,Manatee County,Florida,23.8132409,0.238132409,Graying America
12083,331298,Marion County,Florida,13.46521862,0.134652186,Graying America
12085,146318,Martin County,Florida,8.278543993,0.08278544,Graying America
12086,2496435,Miami-Dade County,Florida,8.225008863,0.082250089,Big Cities
12087,73090,Monroe County,Florida,13.38623615,0.133862362,Graying America
12089,73314,Nassau County,Florida,23.23976321,0.232397632,Exurbs
12091,180822,Okaloosa County,Florida,17.05876497,0.17058765,Military Posts
12093,39996,Okeechobee County,Florida,-0.880088009,-0.00880088,Graying America
12095,1145956,Orange County,Florida,24.77861279,0.247786128,Urban Burbs
12097,268685,Osceola County,Florida,44.65117145,0.446511715,Hispanic Centers
12099,1320134,Palm Beach County,Florida,13.03329813,0.130332981,Urban Burbs
12101,464697,Pasco County,Florida,20.91556434,0.209155643,Exurbs
12103,916542,Pinellas County,Florida,4.644086141,0.046440861,Urban Burbs
12105,602095,Polk County,Florida,20.42053164,0.204205316,Exurbs
12107,74364,Putnam County,Florida,-1.402560379,-0.014025604,Working Class Country
12109,190039,St. Johns County,Florida,43.87836181,0.438783618,Exurbs
12111,277789,St. Lucie County,Florida,18.51657193,0.185165719,Exurbs
12113,151372,Santa Rosa County,Florida,24.19734165,0.241973417,Exurbs
12115,379448,Sarasota County,Florida,14.37825473,0.143782547,Graying America
12117,422718,Seminole County,Florida,11.38773367,0.113877337,Urban Burbs
12119,93420,Sumter County,Florida,38.89102976,0.388910298,Graying America
12121,41551,Suwannee County,Florida,4.62804746,0.046280475,Working Class Country
12123,22570,Taylor County,Florida,-3.42933097,-0.03429331,Evangelical Hubs
12125,15535,Union County,Florida,3.939491471,0.039394915,Graying America
12127,494593,Volusia County,Florida,11.91889089,0.119188909,Graying America
12129,30776,Wakulla County,Florida,9.70886405,0.097088641,Exurbs
12131,55043,Walton County,Florida,36.81122032,0.368112203,Graying America
